"Id","SalePrice"
1461,122626.971628134
1462,152988.553080479
1463,180394.080922037
1464,195436.414944776
1465,203418.33559071
1466,170808.760501236
1467,180546.250358538
1468,160652.532837348
1469,198947.124869308
1470,117306.833527603
1471,190584.299249677
1472,99988.2357844652
1473,98296.045723779
1474,146585.978338124
1475,112074.021536847
1476,363829.874542008
1477,248794.211559775
1478,301772.307021394
1479,299950.599121765
1480,461941.30101133
1481,321554.526734196
1482,213869.689439078
1483,180385.408957161
1484,161251.086089373
1485,194703.198231641
1486,195626.238962238
1487,335590.626535622
1488,236743.327614654
1489,193257.111643431
1490,229277.257658081
1491,194946.489446045
1492,96037.8671397957
1493,192570.948120485
1494,296214.547978386
1495,293456.251567679
1496,230500.851724397
1497,183314.175280701
1498,166899.438519048
1499,163760.992360969
1500,156913.906329429
1501,172458.279625609
1502,147893.234014485
1503,280363.029553612
1504,240145.305202706
1505,222003.460872488
1506,192222.278414116
1507,243031.410958089
1508,204423.769922235
1509,162266.512389539
1510,142326.702738511
1511,149404.48626284
1512,173514.639472637
1513,154682.686630688
1514,151193.445183928
1515,197862.48472535
1516,154985.306713294
1517,176447.438411759
1518,134352.095288428
1519,210281.199173165
1520,127169.149012483
1521,130765.909767992
1522,178652.35315078
1523,113398.90966518
1524,127809.24098518
1525,117947.784277695
1526,116290.613013567
1527,112261.558992471
1528,140318.622399866
1529,147758.954789938
1530,179670.765696913
1531,109223.49075367
1532,96518.4940764425
1533,144992.349724065
1534,128401.321015204
1535,147894.663314718
1536,109011.216152381
1537,66942.6475888182
1538,151924.12437748
1539,203228.759775807
1540,93060.435224838
1541,142333.749487225
1542,141367.391789361
1543,178443.931495864
1544,88068.7111004669
1545,116556.78441882
1546,138308.293557175
1547,124210.414447474
1548,136598.575809261
1549,119159.391652648
1550,133030.430637589
1551,106712.102436792
1552,129210.040371248
1553,145958.204245876
1554,118542.81400305
1555,163331.796735074
1556,88256.0126528713
1557,112231.599691523
1558,104020.566983242
1559,66645.9220835308
1560,129504.535905245
1561,128274.256440483
1562,132167.550292566
1563,118400.465130688
1564,160111.558643786
1565,152983.910254067
1566,240215.809517664
1567,81721.8486117996
1568,225848.93625259
1569,128014.841185704
1570,143749.163223128
1571,131263.374247745
1572,141323.179063726
1573,234387.412678392
1574,122030.549423026
1575,220641.231055547
1576,236582.288647283
1577,179074.363052622
1578,149780.454736838
1579,144507.485452544
1580,197035.718847068
1581,156208.474946681
1582,124150.533673457
1583,278485.256206157
1584,216061.316924284
1585,135994.725550939
1586,67008.9122893708
1587,106073.541155384
1588,147383.428659071
1589,100812.251081222
1590,137407.494484299
1591,93278.2829901406
1592,117136.013066096
1593,123871.962734993
1594,121537.49833297
1595,113801.769963205
1596,221398.068409474
1597,192725.835448952
1598,234449.039469045
1599,171786.972891742
1600,162776.278509117
1601,64595.3720986344
1602,120178.542252454
1603,67499.506173688
1604,253972.344347487
1605,244863.83411523
1606,169240.569704511
1607,174808.99856556
1608,215195.155499778
1609,183257.511371392
1610,152605.927895347
1611,146202.246500987
1612,176277.778805101
1613,166922.55162563
1614,123228.405793118
1615,95157.8214672142
1616,82527.2579804379
1617,95564.4104167705
1618,125751.027229396
1619,136354.689648287
1620,152715.552653406
1621,143071.516731566
1622,141290.685288934
1623,254165.970875924
1624,213211.146328843
1625,119414.633891457
1626,173375.793525446
1627,189012.748751894
1628,278900.095452401
1629,187162.937688914
1630,343534.757960137
1631,232214.263208718
1632,251487.459756136
1633,176222.12968865
1634,186146.641310969
1635,174528.152343415
1636,154583.556701299
1637,199016.268019345
1638,186616.57797498
1639,193057.001794819
1640,250917.364943712
1641,189570.465006333
1642,245320.015010489
1643,215460.504730098
1644,233732.687117372
1645,192868.140655335
1646,159435.795899352
1647,163879.014197728
1648,128392.177237592
1649,139457.745400127
1650,112673.625631808
1651,122312.304967826
1652,101587.585866989
1653,104334.304584951
1654,143989.501632834
1655,132884.430485522
1656,141749.50324841
1657,146190.451471956
1658,145642.729300517
1659,116580.256872285
1660,161272.7279602
1661,419867.320053924
1662,401520.13759105
1663,372781.473178937
1664,522511.074120254
1665,311790.268361047
1666,332995.744979083
1667,372837.216263127
1668,344971.087019427
1669,311087.057218412
1670,351371.277386993
1671,253168.704208946
1672,406638.567222993
1673,278786.056168386
1674,238986.781892848
1675,195754.07278167
1676,196035.976663847
1677,218396.274427156
1678,438746.552977235
1679,373808.018810507
1680,338653.612560218
1681,257166.379181335
1682,311144.504091129
1683,185404.999737762
1684,177871.877504579
1685,174410.896259298
1686,168898.057636605
1687,177556.136592196
1688,190629.077929586
1689,194123.297606067
1690,196423.734257627
1691,186554.382087764
1692,266837.063039344
1693,174810.880858375
1694,182079.223344658
1695,168759.822544403
1696,263696.350052438
1697,174263.094570747
1698,339636.980062916
1699,306905.864694179
1700,252539.24830418
1701,279113.164567184
1702,238991.952200213
1703,233149.657286613
1704,266026.098654545
1705,235588.99490546
1706,239655.588817145
1707,215121.00647469
1708,198090.928030275
1709,259683.159504797
1710,218054.10047436
1711,273588.739393966
1712,247299.42860549
1713,269464.948249188
1714,223100.576219562
1715,210190.03571222
1716,179925.284388425
1717,176495.387321338
1718,138197.549727793
1719,209345.042660502
1720,242840.933256289
1721,159820.627360707
1722,124600.030016668
1723,152341.158850278
1724,205668.828029378
1725,234376.392808357
1726,189517.217276832
1727,157550.604158047
1728,174890.807291039
1729,167375.972502884
1730,159063.133734984
1731,122612.971897245
1732,124676.580696319
1733,111587.611383543
1734,120242.262197594
1735,124561.545686519
1736,108817.111802173
1737,291651.086541172
1738,254886.052865789
1739,236337.036568472
1740,203992.856897449
1741,183673.464611486
1742,172642.864531623
1743,180667.686605159
1744,313279.136722826
1745,214999.020864691
1746,204093.115406759
1747,221381.975764668
1748,216713.543362521
1749,148901.923678502
1750,132987.881874519
1751,256329.39978141
1752,115293.386336465
1753,149664.579111849
1754,193184.643207712
1755,168013.961075826
1756,120417.795285696
1757,118663.707000865
1758,147419.24827362
1759,166036.916761832
1760,161418.38471983
1761,148929.811177674
1762,173926.458665207
1763,193497.996982385
1764,115513.092078943
1765,158297.354020732
1766,184104.982819434
1767,217292.127448947
1768,138078.196136149
1769,172961.209252339
1770,149771.102444244
1771,124716.821568363
1772,135333.104147408
1773,124876.672731125
1774,144086.750147793
1775,139349.759005893
1776,130245.172492855
1777,106836.982326759
1778,137931.893422139
1779,117089.620437536
1780,173724.71775098
1781,127304.941370236
1782,86348.667260716
1783,145604.743740795
1784,108498.423595818
1785,127634.094835174
1786,140850.6003436
1787,169701.957718858
1788,62151.5021529768
1789,103203.155902745
1790,78555.5537896469
1791,174967.317791255
1792,160134.791100171
1793,130716.488442877
1794,155909.741340108
1795,134991.962373311
1796,135032.33251799
1797,118916.541353311
1798,120892.464013437
1799,105140.538338603
1800,135179.281445771
1801,125024.370432447
1802,146053.971881967
1803,152822.879342959
1804,138980.576364392
1805,136256.579366948
1806,126819.882994294
1807,135842.465808485
1808,129946.284643092
1809,124621.293386936
1810,135489.822150469
1811,97270.0442271533
1812,101954.066905975
1813,123909.161601919
1814,91551.1418769023
1815,56044.441275229
1816,99576.0469635377
1817,111519.62243305
1818,145503.888909194
1819,131402.89283554
1820,52653.9870637853
1821,121256.750987378
1822,151576.435882377
1823,44679.9520314293
1824,131344.808084739
1825,140248.412936891
1826,106563.38716742
1827,101074.350388871
1828,132725.901876647
1829,132446.15505158
1830,140167.069190511
1831,152846.058601964
1832,66023.405199178
1833,145176.55202962
1834,122046.333047991
1835,119238.681263739
1836,126971.829641612
1837,84497.297580175
1838,127986.257874394
1839,99308.3292493484
1840,146762.904165735
1841,132746.539946517
1842,96480.9309567706
1843,128991.57571271
1844,146980.285957224
1845,149511.491069479
1846,155012.253152284
1847,173130.114314588
1848,53794.2799723289
1849,113850.27155877
1850,118381.25061089
1851,152422.339365644
1852,126138.503785418
1853,122720.909923022
1854,168042.140042293
1855,160316.153455352
1856,221120.200452293
1857,146302.302414926
1858,143402.035241993
1859,125035.929995193
1860,145875.705871601
1861,124190.385227665
1862,304933.387364763
1863,287318.773779228
1864,287419.21254901
1865,354483.766959759
1866,336000.563682032
1867,224754.321866096
1868,279886.2165573
1869,201436.507946353
1870,221960.822386501
1871,258868.491798165
1872,174646.6512548
1873,227759.690710948
1874,154462.089051396
1875,202608.147226107
1876,199175.062638375
1877,209298.02609505
1878,204409.935390223
1879,127748.296053818
1880,131231.739336949
1881,245654.602831616
1882,241271.3187329
1883,189232.928484093
1884,204679.511891919
1885,240450.093815333
1886,284685.942588945
1887,211339.020072805
1888,258514.216621914
1889,169946.778290587
1890,113881.408002502
1891,135689.212855948
1892,97225.5371128977
1893,125802.180358217
1894,122830.954899781
1895,137330.921062534
1896,129033.336074856
1897,111764.791272876
1898,113718.351733803
1899,166828.425222146
1900,154618.774393603
1901,166252.536975647
1902,156419.902207327
1903,210584.937969812
1904,150353.288815806
1905,199199.402942202
1906,132018.004091104
1907,218068.508912982
1908,111091.871838409
1909,131315.172970492
1910,119772.882726819
1911,230140.467876106
1912,344684.057341229
1913,145080.477930062
1914,53756.7076848016
1915,301225.64690618
1916,67156.7716069376
1917,242799.908494658
1918,141686.005903897
1919,179422.771635483
1920,166956.753342156
1921,362011.634900154
1922,325383.400233743
1923,240427.678193429
1924,214568.198128001
1925,197434.297015777
1926,366962.277212489
1927,133218.891276629
1928,163042.492949217
1929,120278.069981717
1930,141837.185730544
1931,141736.31209135
1932,143327.290257152
1933,183996.155358674
1934,182533.070064232
1935,167852.261394112
1936,194063.36712479
1937,186124.564488538
1938,174750.467496399
1939,246070.537260938
1940,196440.61068674
1941,169780.977198134
1942,186345.41609949
1943,220981.846697206
1944,364006.171491156
1945,395702.714317582
1946,142259.343405564
1947,194774.326851887
1948,168914.729546028
1949,247618.503385255
1950,191258.009849646
1951,244747.629121013
1952,207853.554998397
1953,165188.37518058
1954,188797.847876129
1955,138102.709602678
1956,301589.581722788
1957,156475.18700481
1958,282908.004202533
1959,141697.808833146
1960,115950.20946262
1961,119385.689639877
1962,100411.150448019
1963,106649.43376334
1964,107740.971042366
1965,142176.118869642
1966,138113.292202884
1967,293219.746371592
1968,390326.541350244
1969,380379.999993703
1970,405304.715971529
1971,473928.116757593
1972,375687.668445107
1973,266541.70869258
1974,333574.878501423
1975,516573.943983405
1976,264129.832632415
1977,343601.910740388
1978,344177.129980434
1979,336626.252274649
1980,205434.404701305
1981,353020.654897504
1982,218918.570298192
1983,206630.615476507
1984,174321.882824754
1985,222551.328939296
1986,206240.105676438
1987,185853.440132805
1988,173126.777021956
1989,192495.873281156
1990,205133.191620329
1991,229993.554427487
1992,214365.283491823
1993,170009.254643539
1994,229292.849293392
1995,184197.978132374
1996,248252.203999094
1997,325365.791579285
1998,307116.021954126
1999,281060.502374525
2000,310472.300374177
2001,270836.147709514
2002,240799.828864543
2003,251517.674200401
2004,275938.124606617
2005,227704.276797151
2006,221195.280640349
2007,245244.651373586
2008,205976.968765208
2009,197320.930661549
2010,194314.806680152
2011,144355.830143931
2012,171468.219878216
2013,177854.978970824
2014,185245.562383058
2015,207115.106809845
2016,192312.390401502
2017,192010.328762755
2018,115552.599402712
2019,132894.474264634
2020,103639.879769379
2021,101176.349258743
2022,181652.43729759
2023,148715.284415242
2024,273434.218634592
2025,346591.051423034
2026,173121.828558871
2027,158061.275373234
2028,158353.791863907
2029,164270.106115017
2030,263281.531338642
2031,232053.337920993
2032,257829.209040414
2033,252540.213582991
2034,172841.186778437
2035,220868.108442114
2036,201940.448075467
2037,208283.89419883
2038,342735.911816783
2039,228116.065344836
2040,278947.945227918
2041,293651.594955818
2042,205823.500014566
2043,174678.685373723
2044,177654.846950554
2045,210501.637676512
2046,148955.01857832
2047,145366.868849152
2048,142560.641315776
2049,147606.312417391
2050,179285.606413147
2051,102166.665832304
2052,123491.122094088
2053,147347.072065885
2054,94209.8468632238
2055,154075.255986457
2056,155060.462008865
2057,111817.617075072
2058,211274.764268751
2059,131766.845199283
2060,170338.910796891
2061,179015.830896662
2062,128342.074415645
2063,118552.940973974
2064,135496.775631875
2065,120167.363404566
2066,175056.727320346
2067,105550.795110156
2068,148098.698233951
2069,89327.9580430953
2070,118567.851143881
2071,93730.0352538063
2072,151496.316115815
2073,131531.699307176
2074,181388.55166867
2075,152917.810161687
2076,115975.105730265
2077,149779.348379585
2078,124998.967219558
2079,136121.80922913
2080,117449.761294678
2081,129543.174981839
2082,119881.38025045
2083,149818.670975823
2084,105487.30295378
2085,115352.741740639
2086,123462.251289971
2087,127622.459456662
2088,101468.900413144
2089,77945.8250641441
2090,122310.507509875
2091,108575.237523763
2092,123596.302900916
2093,118444.648430692
2094,112695.707079621
2095,144632.489475938
2096,87868.8191708442
2097,100709.518912233
2098,152625.370676097
2099,51849.747740693
2100,76220.386026238
2101,111868.034767278
2102,130537.634515123
2103,105160.699677634
2104,140869.176576193
2105,129099.057048532
2106,69931.0883509978
2107,182926.289705636
2108,118560.322184137
2109,111832.176572423
2110,131359.123470256
2111,138809.90914618
2112,139375.694148264
2113,122687.039339178
2114,126354.20226373
2115,158351.133720592
2116,111740.571818922
2117,152482.654118637
2118,123129.086462335
2119,112052.844574485
2120,115774.605884345
2121,5629724137092.79
2122,111753.063081343
2123,82473.9083851284
2124,158119.131297778
2125,129112.733646436
2126,152818.746975478
2127,166475.611563739
2128,126466.281678664
2129,94501.1271969991
2130,133162.561890641
2131,143720.736905197
2132,112709.162773498
2133,121360.631990129
2134,124638.309570498
2135,100014.166281729
2136,81284.7937506879
2137,107019.018947759
2138,133434.969041931
2139,155682.733535456
2140,138935.526833892
2141,164835.450128741
2142,124861.695901399
2143,146785.451483696
2144,127484.570504157
2145,138356.739214722
2146,175622.909993787
2147,149709.550461596
2148,134345.102466453
2149,149185.405832584
2150,230490.637826103
2151,118980.970527546
2152,176101.378644782
2153,155866.608783167
2154,105089.902690135
2155,140137.508274808
2156,249152.032624549
2157,220474.44308379
2158,236222.7820835
2159,216057.309542254
2160,185937.416946989
2161,233889.918712267
2162,372194.815364218
2163,341682.944291291
2164,252052.152374456
2165,206379.099423605
2166,158816.155186274
2167,214739.57914802
2168,193822.720874631
2169,196106.70463955
2170,220940.669107158
2171,159696.154352606
2172,133952.780589232
2173,172279.460268385
2174,221946.901065289
2175,282941.32668213
2176,303403.143122067
2177,232119.885620644
2178,214665.964076668
2179,136064.791715753
2180,208322.999761482
2181,194423.351592421
2182,225281.744962253
2183,192638.106522244
2184,118437.124304053
2185,135209.599606761
2186,141689.864672459
2187,155374.793401653
2188,155670.500980277
2189,279211.089762989
2190,81436.6393308757
2191,81505.9085835451
2192,86851.4476880895
2193,113914.669066746
2194,100503.482126901
2195,102859.415072741
2196,109162.521624711
2197,116111.9589804
2198,155802.581544538
2199,168284.930855332
2200,152999.33570458
2201,150676.463142616
2202,214777.778659714
2203,142261.696598912
2204,176093.50966456
2205,125223.304252645
2206,137893.123899379
2207,226659.808441264
2208,270610.021990185
2209,236446.148296582
2210,120095.757175385
2211,120408.434894088
2212,122580.278544514
2213,105769.789598051
2214,138584.036896202
2215,103703.908576473
2216,148949.972296589
2217,66869.8308165017
2218,71860.3208553204
2219,65411.1887631125
2220,59471.7791152152
2221,302398.977466252
2222,273242.505273708
2223,282214.772078127
2224,210123.234905753
2225,121774.121739391
2226,177824.02698292
2227,192140.680574178
2228,266845.434481929
2229,251194.476341004
2230,151808.1901417
2231,210134.525996266
2232,175126.674908446
2233,182051.789879596
2234,239376.387773136
2235,217630.301616613
2236,248665.603830303
2237,297055.048940497
2238,199035.050342409
2239,116939.265218154
2240,157261.872477556
2241,148284.294995029
2242,123178.396089309
2243,135809.896825267
2244,104536.74436435
2245,100167.658401315
2246,144978.661297145
2247,117912.899900824
2248,118756.849914577
2249,116658.74515123
2250,128426.988727119
2251,117041.396628507
2252,180460.322871737
2253,154928.458703894
2254,184073.522666325
2255,183102.497667535
2256,177358.815386885
2257,204024.438582832
2258,158757.811743719
2259,171732.979645521
2260,156306.192925113
2261,199365.452595884
2262,217304.578921844
2263,371047.211389528
2264,475491.761473896
2265,181250.046801614
2266,318984.111072055
2267,355765.888609972
2268,484771.554209093
2269,154804.449984376
2270,197262.477821553
2271,211697.542765232
2272,198038.018482053
2273,161120.994528485
2274,179580.358437981
2275,156771.168089307
2276,186585.360992144
2277,181553.708159356
2278,151754.727515004
2279,129113.140773273
2280,119170.692305864
2281,166309.433050166
2282,187582.556540088
2283,110997.544719939
2284,118471.537947875
2285,138217.443888922
2286,124043.261696873
2287,376567.28970095
2288,279164.570686798
2289,349068.219075252
2290,458579.950778638
2291,335312.805602338
2292,438030.489661504
2293,469439.269231278
2294,393969.795539349
2295,480052.220175383
2296,281509.867710777
2297,360354.156865797
2298,339212.054437499
2299,341879.444844616
2300,328057.676810426
2301,318380.960996693
2302,249944.225378965
2303,247642.264236394
2304,255912.178692484
2305,198295.470053924
2306,190068.800804731
2307,199590.889650052
2308,223856.463317207
2309,293885.207377973
2310,214711.179976234
2311,201230.475338324
2312,181446.34849057
2313,172558.243487991
2314,180757.344323095
2315,181731.142766259
2316,200678.583476014
2317,189951.448540732
2318,179928.764691586
2319,183519.673612842
2320,187060.44116532
2321,236521.012636324
2322,178823.607139085
2323,198913.077587217
2324,185985.598113296
2325,213930.20231311
2326,179336.066670424
2327,200031.657750746
2328,217918.338678303
2329,194131.756578666
2330,180766.615246544
2331,338845.965951353
2332,401766.438460385
2333,317218.215759352
2334,256557.160953347
2335,288946.039359216
2336,302513.142597275
2337,200486.054493676
2338,261728.66005883
2339,216700.039513464
2340,399959.697478193
2341,206766.835872251
2342,231258.182426304
2343,224933.171549478
2344,215247.321877347
2345,233746.95589026
2346,215531.137226279
2347,198198.89358095
2348,243204.551693727
2349,181414.247063278
2350,322713.115951017
2351,258627.40480001
2352,248178.649723633
2353,231171.428831388
2354,141187.475985618
2355,147439.404589331
2356,151258.456451403
2357,188309.212715939
2358,196064.608121478
2359,138312.426301006
2360,116499.077005514
2361,143317.061310333
2362,258265.507098044
2363,136041.42582536
2364,151754.640768486
2365,214927.219864769
2366,191420.848926952
2367,222515.902964892
2368,215927.137650314
2369,214603.198888577
2370,165660.505937953
2371,166121.432694583
2372,189909.263752918
2373,280203.951996397
2374,316453.052821986
2375,243550.994656268
2376,261769.81227519
2377,319720.291454451
2378,144623.907949368
2379,203208.028349713
2380,152549.337997133
2381,167000.06366376
2382,206169.752575231
2383,201301.958549776
2384,239570.613589677
2385,160563.904445931
2386,133557.077426925
2387,135109.711851281
2388,107879.154690448
2389,115837.025718784
2390,146601.743358955
2391,142772.550169184
2392,112279.782100513
2393,165515.501409835
2394,143676.547243969
2395,205911.573196744
2396,145828.480043542
2397,213217.407667845
2398,132769.197109578
2399,68788.513122372
2400,69324.2223922312
2401,118730.25316833
2402,138095.613919658
2403,146489.72934087
2404,155618.996865445
2405,158441.00618026
2406,135617.217979312
2407,122923.247879549
2408,141824.31171368
2409,119688.838789269
2410,179130.385678945
2411,113017.50502989
2412,154082.030653199
2413,130999.300584654
2414,162702.27443524
2415,132617.503581123
2416,126959.949291483
2417,127813.68037601
2418,130730.120600428
2419,129657.731025149
2420,119579.792085893
2421,146732.344038309
2422,107187.196258589
2423,115708.149981573
2424,169590.566062129
2425,192116.072131138
2426,127435.427753698
2427,131964.530186367
2428,180868.489740206
2429,111733.019181557
2430,131043.139131458
2431,111452.558077015
2432,146437.476953553
2433,142755.676135241
2434,137552.805025339
2435,154918.512808177
2436,104485.0590508
2437,102328.070550762
2438,119168.234576127
2439,103507.521366617
2440,126623.023816253
2441,92729.8663340856
2442,96603.9185562359
2443,127495.899350153
2444,130737.501286374
2445,90855.9604767963
2446,130377.82013498
2447,184328.320098614
2448,132042.726560097
2449,112491.008322829
2450,155839.492929345
2451,120722.129892592
2452,188572.962760303
2453,94565.7114646323
2454,119929.301767924
2455,120829.569582717
2456,133089.730323873
2457,130471.949630496
2458,127740.16144938
2459,105886.650355776
2460,140124.521367451
2461,132749.726774541
2462,133030.259954233
2463,125808.039855847
2464,167893.258161253
2465,142177.774651543
2466,119945.51794423
2467,133649.403372363
2468,87934.180164064
2469,88180.5898661351
2470,200026.088011005
2471,212267.418460369
2472,162162.327480886
2473,116570.348704431
2474,76113.6088238186
2475,218123.940386312
2476,118675.685385946
2477,125731.876156389
2478,156008.711481358
2479,112513.303177256
2480,157642.330247293
2481,121318.227740349
2482,127558.654267388
2483,111349.209424809
2484,123014.914439861
2485,124974.936901919
2486,155802.635774477
2487,168818.695811154
2488,163635.075126673
2489,157057.771798651
2490,143739.907573813
2491,91839.7045195345
2492,190377.77242649
2493,161221.440893886
2494,152851.133311937
2495,98101.8396471416
2496,230815.710036099
2497,153013.196120893
2498,105194.011874329
2499,87218.7425234719
2500,118777.257750898
2501,137119.808988508
2502,144691.278989133
2503,101230.436436568
2504,175453.406109873
2505,223628.667409181
2506,247329.354891825
2507,276292.383206252
2508,248893.078824575
2509,219607.779141213
2510,218345.482915479
2511,173532.441250143
2512,209466.11598285
2513,221109.334691804
2514,281216.438859417
2515,149542.341241013
2516,176208.051458582
2517,148770.515412626
2518,153671.695131264
2519,234424.289506116
2520,217414.341976099
2521,188093.332746932
2522,220246.404296964
2523,119530.159994331
2524,134500.760116465
2525,145208.065108366
2526,137510.25672174
2527,121270.20739476
2528,124085.982479935
2529,134803.512107823
2530,129436.773003376
2531,247398.407903778
2532,224735.857689792
2533,192104.552639761
2534,235188.838962289
2535,283176.199436411
2536,232615.612499833
2537,236998.836195855
2538,185397.257640992
2539,188857.171265584
2540,180863.084757115
2541,179097.876372353
2542,162595.292789629
2543,121459.922877131
2544,118985.370651965
2545,139205.915410329
2546,124657.392051924
2547,135941.164891833
2548,149351.517312413
2549,153998.452410047
2550,694978.696628829
2551,145377.468940488
2552,127618.9763899
2553,77990.9854491214
2554,94440.9273936421
2555,117476.314896939
2556,94488.4492299195
2557,104097.351078853
2558,134249.546831723
2559,144436.937211025
2560,151142.13986875
2561,147694.057811665
2562,140882.528944548
2563,151579.959358064
2564,187502.699953564
2565,130119.48956006
2566,161835.596928894
2567,144990.158647601
2568,197262.547982939
2569,222752.537060283
2570,118642.226316971
2571,192388.072638011
2572,155073.693014989
2573,228962.972421415
2574,320782.903811488
2575,132927.115567623
2576,119881.650522277
2577,153419.202878261
2578,82296.009321939
2579,57746.4638370217
2580,83136.995523939
2581,88639.5089292073
2582,95662.7067840226
2583,268578.05169925
2584,176340.460692666
2585,186547.559486913
2586,215977.690429576
2587,198828.260334364
2588,146507.552711375
2589,149309.737812166
2590,200779.388777898
2591,231673.238824117
2592,211643.643497634
2593,251682.051277691
2594,181205.058692776
2595,206283.030801599
2596,274008.747964323
2597,188200.988007923
2598,273430.18993219
2599,385576.438502767
2600,148460.955423257
2601,144504.82711493
2602,87420.7674376542
2603,92760.9221374328
2604,91153.744805021
2605,85113.9101366935
2606,143367.127402197
2607,201725.595436834
2608,195161.159288052
2609,170628.120418201
2610,106049.380577217
2611,128301.230775819
2612,157920.484259702
2613,126384.080899778
2614,122059.228654849
2615,152355.949311114
2616,143014.401024909
2617,182338.31528716
2618,197544.288981238
2619,196217.341894356
2620,183281.097572783
2621,173343.244792204
2622,177923.043438221
2623,236262.540021468
2624,297062.303738277
2625,293582.203446395
2626,168845.37236712
2627,168057.150500696
2628,466908.711458264
2629,506065.85330092
2630,380648.880875709
2631,479270.413023166
2632,402319.005441401
2633,311029.619857679
2634,427737.408257365
2635,162564.691793507
2636,175482.061110113
2637,181868.014012538
2638,255506.445849027
2639,189910.950458703
